geo,time,edu_cned_14,teaching_mode,plan,fp_ciclos,value
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,No distribuido por familia profesional,5459
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Transporte y Mantenimiento de Vehículos,5887
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,"Textil, Confección y Piel",6316
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Servicios Socioculturales y a la Comunidad,4396
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Seguridad y Medio Ambiente,3748
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Sanidad,4102
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Química,5872
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Marítimo-Pesquera,8992
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,"Madera, Mueble y Corcho",2277
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Instalación y Mantenimiento,2356
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Informática y Comunicaciones,80
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Industrias Extractivas,4764
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Industrias Alimentarias,2021
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Imagen y Sonido,6006
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Imagen Personal,3138
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Hostelería y Turismo,7807
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Fabricación Mecánica,7109
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Energía y Agua,5010
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Electricidad y Electrónica,4599
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Edificación y Obra Civil,1834
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Comercio y Marketing,5893
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Artes y Artesanías,5674
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Artes Gráficas,9091
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Agraria,5082
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Administración y Gestión,1372
Galicia,2013-2014,FP Básica y Grado Medio,Presencial,LOGSE,Actividades Físicas y Deportivas,2642
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Todas las familias,4175
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,"Servicios personales, socioculturales y a la comunidad",6541
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Servicios a la empresa,9760
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,"Agricultura, pesca, extracción y energía",5156
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,"Comercio, transporte y reparación de vehículos",410
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Construcción,6429
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Industria,9714
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Hostelería,5877
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Actividades sanitarias,6786
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Familias STEM,4294
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Familias Industriales,2275
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Familias ni Industriales ni STEM,4906
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Vidrio y Cerámica,5036
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,No distribuido por familia profesional,4460
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Transporte y Mantenimiento de Vehículos,144
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,"Textil, Confección y Piel",6096
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Servicios Socioculturales y a la Comunidad,8609
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Seguridad y Medio Ambiente,891
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Sanidad,4144
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Química,6423
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Marítimo-Pesquera,2267
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,"Madera, Mueble y Corcho",7244
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Instalación y Mantenimiento,7155
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Informática y Comunicaciones,9140
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Industrias Extractivas,1568
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Industrias Alimentarias,1476
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Imagen y Sonido,3324
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Imagen Personal,8891
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Hostelería y Turismo,5635
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Fabricación Mecánica,6312
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Energía y Agua,7056
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Electricidad y Electrónica,3083
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Edificación y Obra Civil,6285
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Comercio y Marketing,3040
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Artes y Artesanías,210
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Artes Gráficas,4549
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Agraria,2671
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Administración y Gestión,4560
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOE,Actividades Físicas y Deportivas,6963
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Todas las familias,867
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,"Servicios personales, socioculturales y a la comunidad",9362
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Servicios a la empresa,7996
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,"Agricultura, pesca, extracción y energía",8674
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,"Comercio, transporte y reparación de vehículos",8984
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Construcción,1214
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Industria,5806
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Hostelería,8816
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Actividades sanitarias,2373
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Familias STEM,3620
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Familias Industriales,3714
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Familias ni Industriales ni STEM,3609
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Vidrio y Cerámica,2104
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,No distribuido por familia profesional,1745
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Transporte y Mantenimiento de Vehículos,8110
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,"Textil, Confección y Piel",221
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Servicios Socioculturales y a la Comunidad,8985
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Seguridad y Medio Ambiente,4834
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Sanidad,1762
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Química,1
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Marítimo-Pesquera,6049
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,"Madera, Mueble y Corcho",7378
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Instalación y Mantenimiento,8265
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Informática y Comunicaciones,3085
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Industrias Extractivas,171
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Industrias Alimentarias,4174
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Imagen y Sonido,4794
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Imagen Personal,1112
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Hostelería y Turismo,5174
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Fabricación Mecánica,8295
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Energía y Agua,1019
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Electricidad y Electrónica,9349
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Edificación y Obra Civil,1227
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Comercio y Marketing,373
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Artes y Artesanías,4242
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Artes Gráficas,476
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Agraria,7199
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Administración y Gestión,2731
Galicia,2013-2014,FP Básica y Grado Medio,A Distancia,LOGSE,Actividades Físicas y Deportivas,6169
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Todas las familias,1375
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,"Servicios personales, socioculturales y a la comunidad",5415
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Servicios a la empresa,2630
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,"Agricultura, pesca, extracción y energía",6678
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,"Comercio, transporte y reparación de vehículos",8136
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Construcción,4781
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Industria,8597
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Hostelería,216
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Actividades sanitarias,5553
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Familias STEM,7677
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Familias Industriales,5473
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Familias ni Industriales ni STEM,8356
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Vidrio y Cerámica,1390
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,No distribuido por familia profesional,7935
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Transporte y Mantenimiento de Vehículos,5997
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,"Textil, Confección y Piel",6810
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Servicios Socioculturales y a la Comunidad,4156
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Seguridad y Medio Ambiente,1120
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Sanidad,6714
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Química,5602
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Marítimo-Pesquera,9291
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,"Madera, Mueble y Corcho",4689
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Instalación y Mantenimiento,1810
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Informática y Comunicaciones,5294
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Industrias Extractivas,2656
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Industrias Alimentarias,8650
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Imagen y Sonido,2987
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Imagen Personal,3341
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Hostelería y Turismo,880
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Fabricación Mecánica,1602
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Energía y Agua,9246
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Electricidad y Electrónica,4023
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Edificación y Obra Civil,2185
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Comercio y Marketing,5991
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Artes y Artesanías,8255
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Artes Gráficas,8587
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Agraria,6857
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Administración y Gestión,7576
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOE,Actividades Físicas y Deportivas,2431
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Todas las familias,4244
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,"Servicios personales, socioculturales y a la comunidad",2690
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Servicios a la empresa,4467
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,"Agricultura, pesca, extracción y energía",5628
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,"Comercio, transporte y reparación de vehículos",5993
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Construcción,4237
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Industria,8519
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Hostelería,2013
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Actividades sanitarias,9640
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Familias STEM,1076
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Familias Industriales,2147
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Familias ni Industriales ni STEM,7759
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Vidrio y Cerámica,4750
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,No distribuido por familia profesional,3131
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Transporte y Mantenimiento de Vehículos,3930
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,"Textil, Confección y Piel",9657
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Servicios Socioculturales y a la Comunidad,2154
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Seguridad y Medio Ambiente,1260
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Sanidad,5619
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Química,1864
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Marítimo-Pesquera,2129
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,"Madera, Mueble y Corcho",9633
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Instalación y Mantenimiento,5982
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Informática y Comunicaciones,6743
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Industrias Extractivas,6532
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Industrias Alimentarias,9564
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Imagen y Sonido,3820
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Imagen Personal,44
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Hostelería y Turismo,5952
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Fabricación Mecánica,4658
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Energía y Agua,3055
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Electricidad y Electrónica,447
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Edificación y Obra Civil,6837
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Comercio y Marketing,8483
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Artes y Artesanías,3104
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Artes Gráficas,4160
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Agraria,704
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Administración y Gestión,1932
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Todas las modalidades,LOGSE,Actividades Físicas y Deportivas,3392
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Todas las familias,9781
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,"Servicios personales, socioculturales y a la comunidad",6669
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Servicios a la empresa,7778
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,"Agricultura, pesca, extracción y energía",5559
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,"Comercio, transporte y reparación de vehículos",2759
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Construcción,5290
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Industria,3768
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Hostelería,354
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Actividades sanitarias,1253
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Familias STEM,4463
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Familias Industriales,5628
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Familias ni Industriales ni STEM,6446
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Vidrio y Cerámica,4238
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,No distribuido por familia profesional,889
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Transporte y Mantenimiento de Vehículos,7605
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,"Textil, Confección y Piel",3550
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Servicios Socioculturales y a la Comunidad,7190
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Seguridad y Medio Ambiente,6965
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Sanidad,8921
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Química,1848
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Marítimo-Pesquera,4614
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,"Madera, Mueble y Corcho",1789
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Instalación y Mantenimiento,1069
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Informática y Comunicaciones,7513
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Industrias Extractivas,1663
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Industrias Alimentarias,6727
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Imagen y Sonido,1932
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Imagen Personal,8416
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Hostelería y Turismo,7121
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Fabricación Mecánica,7586
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Energía y Agua,1324
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Electricidad y Electrónica,838
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Edificación y Obra Civil,8144
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Comercio y Marketing,6189
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Artes y Artesanías,7989
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Artes Gráficas,5037
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Agraria,5042
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Administración y Gestión,9060
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOE,Actividades Físicas y Deportivas,212
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Todas las familias,2269
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,"Servicios personales, socioculturales y a la comunidad",747
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Servicios a la empresa,7701
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,"Agricultura, pesca, extracción y energía",5182
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,"Comercio, transporte y reparación de vehículos",963
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Construcción,3957
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Industria,5790
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Hostelería,239
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Actividades sanitarias,7753
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Familias STEM,5768
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Familias Industriales,9940
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Familias ni Industriales ni STEM,5837
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Vidrio y Cerámica,832
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,No distribuido por familia profesional,2463
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Transporte y Mantenimiento de Vehículos,5426
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,"Textil, Confección y Piel",4845
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Servicios Socioculturales y a la Comunidad,5511
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Seguridad y Medio Ambiente,5673
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Sanidad,3894
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Química,7052
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Marítimo-Pesquera,6591
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,"Madera, Mueble y Corcho",3759
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Instalación y Mantenimiento,9741
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Informática y Comunicaciones,8133
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Industrias Extractivas,7310
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Industrias Alimentarias,5451
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Imagen y Sonido,9998
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Imagen Personal,9986
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Hostelería y Turismo,3795
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Fabricación Mecánica,3742
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Energía y Agua,4388
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Electricidad y Electrónica,6971
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Edificación y Obra Civil,8495
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Comercio y Marketing,2011
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Artes y Artesanías,1045
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Artes Gráficas,8808
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Agraria,1294
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Administración y Gestión,8313
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,Presencial,LOGSE,Actividades Físicas y Deportivas,7543
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,A Distancia,LOE,Todas las familias,3464
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,A Distancia,LOE,"Servicios personales, socioculturales y a la comunidad",6130
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,A Distancia,LOE,Servicios a la empresa,7543
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,A Distancia,LOE,"Agricultura, pesca, extracción y energía",4439
Galicia,2013-2014,FP Grado Medio y FP Grado Superior,A Distancia,LOE,"Comercio, transporte y reparación de vehículos",6581
