geo,time,edu_cned_14,teaching_mode,plan,fp_ciclos,value
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Hostelería,7832
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Actividades sanitarias,6556
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Familias STEM,245
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Familias Industriales,6904
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Familias ni Industriales ni STEM,3675
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Vidrio y Cerámica,6292
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,No distribuido por familia profesional,1786
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Transporte y Mantenimiento de Vehículos,1659
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,"Textil, Confección y Piel",2933
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Servicios Socioculturales y a la Comunidad,3775
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Seguridad y Medio Ambiente,8235
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Sanidad,5595
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Química,2471
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Marítimo-Pesquera,7610
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,"Madera, Mueble y Corcho",939
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Instalación y Mantenimiento,5608
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Informática y Comunicaciones,4829
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Industrias Extractivas,2976
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Industrias Alimentarias,9861
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Imagen y Sonido,8417
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Imagen Personal,4955
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Hostelería y Turismo,6191
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Fabricación Mecánica,9654
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Energía y Agua,2664
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Electricidad y Electrónica,4232
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Edificación y Obra Civil,9432
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Comercio y Marketing,9965
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Artes y Artesanías,5493
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Artes Gráficas,8327
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Agraria,508
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Administración y Gestión,5483
España,2012-2013,FP Grado Superior,A Distancia,LOGSE,Actividades Físicas y Deportivas,8390
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Todas las familias,5662
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,"Servicios personales, socioculturales y a la comunidad",4918
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Servicios a la empresa,2315
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,"Agricultura, pesca, extracción y energía",1322
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,"Comercio, transporte y reparación de vehículos",831
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Construcción,6257
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Industria,8870
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Hostelería,2699
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Actividades sanitarias,6004
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Familias STEM,9340
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Familias Industriales,70
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Familias ni Industriales ni STEM,3830
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Vidrio y Cerámica,112
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,No distribuido por familia profesional,1494
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Transporte y Mantenimiento de Vehículos,2888
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,"Textil, Confección y Piel",1350
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Servicios Socioculturales y a la Comunidad,4022
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Seguridad y Medio Ambiente,8952
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Sanidad,3015
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Química,1758
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Marítimo-Pesquera,1103
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,"Madera, Mueble y Corcho",3521
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Instalación y Mantenimiento,3567
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Informática y Comunicaciones,8877
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Industrias Extractivas,5011
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Industrias Alimentarias,1770
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Imagen y Sonido,6098
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Imagen Personal,5902
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Hostelería y Turismo,3700
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Fabricación Mecánica,7274
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Energía y Agua,188
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Electricidad y Electrónica,8931
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Edificación y Obra Civil,7509
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Comercio y Marketing,631
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Artes y Artesanías,843
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Artes Gráficas,2837
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Agraria,9438
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Administración y Gestión,8669
España,2012-2013,FP Grado Medio,Todas las modalidades,LOE,Actividades Físicas y Deportivas,9697
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Todas las familias,8413
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,"Servicios personales, socioculturales y a la comunidad",8489
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Servicios a la empresa,7539
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,"Agricultura, pesca, extracción y energía",5713
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,"Comercio, transporte y reparación de vehículos",9470
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Construcción,3090
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Industria,3917
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Hostelería,9866
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Actividades sanitarias,9734
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Familias STEM,1268
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Familias Industriales,4212
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Familias ni Industriales ni STEM,6683
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Vidrio y Cerámica,215
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,No distribuido por familia profesional,7115
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Transporte y Mantenimiento de Vehículos,965
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,"Textil, Confección y Piel",2812
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Servicios Socioculturales y a la Comunidad,6320
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Seguridad y Medio Ambiente,2614
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Sanidad,3509
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Química,7136
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Marítimo-Pesquera,4931
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,"Madera, Mueble y Corcho",2424
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Instalación y Mantenimiento,9484
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Informática y Comunicaciones,7734
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Industrias Extractivas,6293
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Industrias Alimentarias,1043
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Imagen y Sonido,4132
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Imagen Personal,9249
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Hostelería y Turismo,1483
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Fabricación Mecánica,2751
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Energía y Agua,1837
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Electricidad y Electrónica,7110
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Edificación y Obra Civil,9568
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Comercio y Marketing,8603
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Artes y Artesanías,195
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Artes Gráficas,3063
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Agraria,6091
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Administración y Gestión,7834
España,2012-2013,FP Grado Medio,Todas las modalidades,LOGSE,Actividades Físicas y Deportivas,5505
España,2012-2013,FP Grado Medio,Presencial,LOE,Todas las familias,5998
España,2012-2013,FP Grado Medio,Presencial,LOE,"Servicios personales, socioculturales y a la comunidad",1995
España,2012-2013,FP Grado Medio,Presencial,LOE,Servicios a la empresa,158
España,2012-2013,FP Grado Medio,Presencial,LOE,"Agricultura, pesca, extracción y energía",3071
España,2012-2013,FP Grado Medio,Presencial,LOE,"Comercio, transporte y reparación de vehículos",2268
España,2012-2013,FP Grado Medio,Presencial,LOE,Construcción,2996
España,2012-2013,FP Grado Medio,Presencial,LOE,Industria,7134
España,2012-2013,FP Grado Medio,Presencial,LOE,Hostelería,9631
España,2012-2013,FP Grado Medio,Presencial,LOE,Actividades sanitarias,6862
España,2012-2013,FP Grado Medio,Presencial,LOE,Familias STEM,7371
España,2012-2013,FP Grado Medio,Presencial,LOE,Familias Industriales,2819
España,2012-2013,FP Grado Medio,Presencial,LOE,Familias ni Industriales ni STEM,7937
España,2012-2013,FP Grado Medio,Presencial,LOE,Vidrio y Cerámica,6917
España,2012-2013,FP Grado Medio,Presencial,LOE,No distribuido por familia profesional,7659
España,2012-2013,FP Grado Medio,Presencial,LOE,Transporte y Mantenimiento de Vehículos,3904
España,2012-2013,FP Grado Medio,Presencial,LOE,"Textil, Confección y Piel",3230
España,2012-2013,FP Grado Medio,Presencial,LOE,Servicios Socioculturales y a la Comunidad,4578
España,2012-2013,FP Grado Medio,Presencial,LOE,Seguridad y Medio Ambiente,7910
España,2012-2013,FP Grado Medio,Presencial,LOE,Sanidad,9828
España,2012-2013,FP Grado Medio,Presencial,LOE,Química,1815
España,2012-2013,FP Grado Medio,Presencial,LOE,Marítimo-Pesquera,7249
España,2012-2013,FP Grado Medio,Presencial,LOE,"Madera, Mueble y Corcho",799
España,2012-2013,FP Grado Medio,Presencial,LOE,Instalación y Mantenimiento,2967
España,2012-2013,FP Grado Medio,Presencial,LOE,Informática y Comunicaciones,5683
España,2012-2013,FP Grado Medio,Presencial,LOE,Industrias Extractivas,5105
España,2012-2013,FP Grado Medio,Presencial,LOE,Industrias Alimentarias,2066
España,2012-2013,FP Grado Medio,Presencial,LOE,Imagen y Sonido,7317
España,2012-2013,FP Grado Medio,Presencial,LOE,Imagen Personal,7129
España,2012-2013,FP Grado Medio,Presencial,LOE,Hostelería y Turismo,7600
España,2012-2013,FP Grado Medio,Presencial,LOE,Fabricación Mecánica,5799
España,2012-2013,FP Grado Medio,Presencial,LOE,Energía y Agua,8054
España,2012-2013,FP Grado Medio,Presencial,LOE,Electricidad y Electrónica,6250
España,2012-2013,FP Grado Medio,Presencial,LOE,Edificación y Obra Civil,5794
España,2012-2013,FP Grado Medio,Presencial,LOE,Comercio y Marketing,5424
España,2012-2013,FP Grado Medio,Presencial,LOE,Artes y Artesanías,4741
España,2012-2013,FP Grado Medio,Presencial,LOE,Artes Gráficas,1206
España,2012-2013,FP Grado Medio,Presencial,LOE,Agraria,8795
España,2012-2013,FP Grado Medio,Presencial,LOE,Administración y Gestión,5503
España,2012-2013,FP Grado Medio,Presencial,LOE,Actividades Físicas y Deportivas,3616
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Todas las familias,2775
España,2012-2013,FP Grado Medio,Presencial,LOGSE,"Servicios personales, socioculturales y a la comunidad",7698
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Servicios a la empresa,5098
España,2012-2013,FP Grado Medio,Presencial,LOGSE,"Agricultura, pesca, extracción y energía",6799
España,2012-2013,FP Grado Medio,Presencial,LOGSE,"Comercio, transporte y reparación de vehículos",4893
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Construcción,4853
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Industria,9411
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Hostelería,1654
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Actividades sanitarias,6589
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Familias STEM,1436
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Familias Industriales,3738
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Familias ni Industriales ni STEM,1942
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Vidrio y Cerámica,5091
España,2012-2013,FP Grado Medio,Presencial,LOGSE,No distribuido por familia profesional,8298
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Transporte y Mantenimiento de Vehículos,2253
España,2012-2013,FP Grado Medio,Presencial,LOGSE,"Textil, Confección y Piel",175
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Servicios Socioculturales y a la Comunidad,9749
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Seguridad y Medio Ambiente,4893
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Sanidad,5227
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Química,2211
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Marítimo-Pesquera,4642
España,2012-2013,FP Grado Medio,Presencial,LOGSE,"Madera, Mueble y Corcho",1489
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Instalación y Mantenimiento,4334
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Informática y Comunicaciones,3779
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Industrias Extractivas,8387
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Industrias Alimentarias,9128
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Imagen y Sonido,5841
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Imagen Personal,3730
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Hostelería y Turismo,9084
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Fabricación Mecánica,455
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Energía y Agua,8261
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Electricidad y Electrónica,3621
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Edificación y Obra Civil,6098
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Comercio y Marketing,7980
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Artes y Artesanías,7695
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Artes Gráficas,806
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Agraria,3946
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Administración y Gestión,4180
España,2012-2013,FP Grado Medio,Presencial,LOGSE,Actividades Físicas y Deportivas,6517
España,2012-2013,FP Grado Medio,A Distancia,LOE,Todas las familias,5075
España,2012-2013,FP Grado Medio,A Distancia,LOE,"Servicios personales, socioculturales y a la comunidad",171
España,2012-2013,FP Grado Medio,A Distancia,LOE,Servicios a la empresa,2033
España,2012-2013,FP Grado Medio,A Distancia,LOE,"Agricultura, pesca, extracción y energía",9684
España,2012-2013,FP Grado Medio,A Distancia,LOE,"Comercio, transporte y reparación de vehículos",8688
España,2012-2013,FP Grado Medio,A Distancia,LOE,Construcción,920
España,2012-2013,FP Grado Medio,A Distancia,LOE,Industria,3122
España,2012-2013,FP Grado Medio,A Distancia,LOE,Hostelería,9945
España,2012-2013,FP Grado Medio,A Distancia,LOE,Actividades sanitarias,5847
España,2012-2013,FP Grado Medio,A Distancia,LOE,Familias STEM,7822
España,2012-2013,FP Grado Medio,A Distancia,LOE,Familias Industriales,9927
España,2012-2013,FP Grado Medio,A Distancia,LOE,Familias ni Industriales ni STEM,4531
España,2012-2013,FP Grado Medio,A Distancia,LOE,Vidrio y Cerámica,69
España,2012-2013,FP Grado Medio,A Distancia,LOE,No distribuido por familia profesional,7076
España,2012-2013,FP Grado Medio,A Distancia,LOE,Transporte y Mantenimiento de Vehículos,1077
España,2012-2013,FP Grado Medio,A Distancia,LOE,"Textil, Confección y Piel",1387
España,2012-2013,FP Grado Medio,A Distancia,LOE,Servicios Socioculturales y a la Comunidad,7000
España,2012-2013,FP Grado Medio,A Distancia,LOE,Seguridad y Medio Ambiente,7435
España,2012-2013,FP Grado Medio,A Distancia,LOE,Sanidad,7843
España,2012-2013,FP Grado Medio,A Distancia,LOE,Química,8186
España,2012-2013,FP Grado Medio,A Distancia,LOE,Marítimo-Pesquera,2066
España,2012-2013,FP Grado Medio,A Distancia,LOE,"Madera, Mueble y Corcho",5062
España,2012-2013,FP Grado Medio,A Distancia,LOE,Instalación y Mantenimiento,2143
España,2012-2013,FP Grado Medio,A Distancia,LOE,Informática y Comunicaciones,5141
España,2012-2013,FP Grado Medio,A Distancia,LOE,Industrias Extractivas,3584
España,2012-2013,FP Grado Medio,A Distancia,LOE,Industrias Alimentarias,2572
España,2012-2013,FP Grado Medio,A Distancia,LOE,Imagen y Sonido,4127
España,2012-2013,FP Grado Medio,A Distancia,LOE,Imagen Personal,3918
España,2012-2013,FP Grado Medio,A Distancia,LOE,Hostelería y Turismo,3231
España,2012-2013,FP Grado Medio,A Distancia,LOE,Fabricación Mecánica,2940
España,2012-2013,FP Grado Medio,A Distancia,LOE,Energía y Agua,6167
España,2012-2013,FP Grado Medio,A Distancia,LOE,Electricidad y Electrónica,2994
España,2012-2013,FP Grado Medio,A Distancia,LOE,Edificación y Obra Civil,5897
España,2012-2013,FP Grado Medio,A Distancia,LOE,Comercio y Marketing,5720
España,2012-2013,FP Grado Medio,A Distancia,LOE,Artes y Artesanías,2902
España,2012-2013,FP Grado Medio,A Distancia,LOE,Artes Gráficas,7026
España,2012-2013,FP Grado Medio,A Distancia,LOE,Agraria,5127
España,2012-2013,FP Grado Medio,A Distancia,LOE,Administración y Gestión,4225
España,2012-2013,FP Grado Medio,A Distancia,LOE,Actividades Físicas y Deportivas,6712
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Todas las familias,8208
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,"Servicios personales, socioculturales y a la comunidad",6739
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Servicios a la empresa,2697
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,"Agricultura, pesca, extracción y energía",3164
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,"Comercio, transporte y reparación de vehículos",1430
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Construcción,6216
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Industria,4814
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Hostelería,1435
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Actividades sanitarias,8366
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Familias STEM,7312
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Familias Industriales,1778
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Familias ni Industriales ni STEM,916
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Vidrio y Cerámica,4975
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,No distribuido por familia profesional,2613
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Transporte y Mantenimiento de Vehículos,2297
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,"Textil, Confección y Piel",5203
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Servicios Socioculturales y a la Comunidad,2613
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Seguridad y Medio Ambiente,923
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Sanidad,536
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Química,1909
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Marítimo-Pesquera,9789
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,"Madera, Mueble y Corcho",457
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Instalación y Mantenimiento,5344
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Informática y Comunicaciones,3075
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Industrias Extractivas,4159
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Industrias Alimentarias,7325
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Imagen y Sonido,9781
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Imagen Personal,8034
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Hostelería y Turismo,3267
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Fabricación Mecánica,5637
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Energía y Agua,3656
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Electricidad y Electrónica,7541
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Edificación y Obra Civil,299
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Comercio y Marketing,1314
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Artes y Artesanías,6338
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Artes Gráficas,2553
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Agraria,5355
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Administración y Gestión,7809
España,2012-2013,FP Grado Medio,A Distancia,LOGSE,Actividades Físicas y Deportivas,3468
España,2012-2013,FP Básica,Todas las modalidades,LOE,Todas las familias,7526
España,2012-2013,FP Básica,Todas las modalidades,LOE,"Servicios personales, socioculturales y a la comunidad",8305
España,2012-2013,FP Básica,Todas las modalidades,LOE,Servicios a la empresa,9291
España,2012-2013,FP Básica,Todas las modalidades,LOE,"Agricultura, pesca, extracción y energía",8394
España,2012-2013,FP Básica,Todas las modalidades,LOE,"Comercio, transporte y reparación de vehículos",9987
España,2012-2013,FP Básica,Todas las modalidades,LOE,Construcción,8045
España,2012-2013,FP Básica,Todas las modalidades,LOE,Industria,3699
España,2012-2013,FP Básica,Todas las modalidades,LOE,Hostelería,8550
España,2012-2013,FP Básica,Todas las modalidades,LOE,Actividades sanitarias,1447
España,2012-2013,FP Básica,Todas las modalidades,LOE,Familias STEM,3209
España,2012-2013,FP Básica,Todas las modalidades,LOE,Familias Industriales,7405
España,2012-2013,FP Básica,Todas las modalidades,LOE,Familias ni Industriales ni STEM,363
España,2012-2013,FP Básica,Todas las modalidades,LOE,Vidrio y Cerámica,8552
España,2012-2013,FP Básica,Todas las modalidades,LOE,No distribuido por familia profesional,4147
España,2012-2013,FP Básica,Todas las modalidades,LOE,Transporte y Mantenimiento de Vehículos,8978
España,2012-2013,FP Básica,Todas las modalidades,LOE,"Textil, Confección y Piel",8407
España,2012-2013,FP Básica,Todas las modalidades,LOE,Servicios Socioculturales y a la Comunidad,2905
España,2012-2013,FP Básica,Todas las modalidades,LOE,Seguridad y Medio Ambiente,1132
España,2012-2013,FP Básica,Todas las modalidades,LOE,Sanidad,3587
España,2012-2013,FP Básica,Todas las modalidades,LOE,Química,7647
España,2012-2013,FP Básica,Todas las modalidades,LOE,Marítimo-Pesquera,9825
España,2012-2013,FP Básica,Todas las modalidades,LOE,"Madera, Mueble y Corcho",4518
España,2012-2013,FP Básica,Todas las modalidades,LOE,Instalación y Mantenimiento,3529
España,2012-2013,FP Básica,Todas las modalidades,LOE,Informática y Comunicaciones,3543
España,2012-2013,FP Básica,Todas las modalidades,LOE,Industrias Extractivas,2843
España,2012-2013,FP Básica,Todas las modalidades,LOE,Industrias Alimentarias,6096
España,2012-2013,FP Básica,Todas las modalidades,LOE,Imagen y Sonido,9801
España,2012-2013,FP Básica,Todas las modalidades,LOE,Imagen Personal,6601
España,2012-2013,FP Básica,Todas las modalidades,LOE,Hostelería y Turismo,1190
España,2012-2013,FP Básica,Todas las modalidades,LOE,Fabricación Mecánica,7074
España,2012-2013,FP Básica,Todas las modalidades,LOE,Energía y Agua,4478
España,2012-2013,FP Básica,Todas las modalidades,LOE,Electricidad y Electrónica,2425
España,2012-2013,FP Básica,Todas las modalidades,LOE,Edificación y Obra Civil,3282
España,2012-2013,FP Básica,Todas las modalidades,LOE,Comercio y Marketing,7601
España,2012-2013,FP Básica,Todas las modalidades,LOE,Artes y Artesanías,90
España,2012-2013,FP Básica,Todas las modalidades,LOE,Artes Gráficas,1330
España,2012-2013,FP Básica,Todas las modalidades,LOE,Agraria,3880
España,2012-2013,FP Básica,Todas las modalidades,LOE,Administración y Gestión,5728
España,2012-2013,FP Básica,Todas las modalidades,LOE,Actividades Físicas y Deportivas,3220
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Todas las familias,1670
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,"Servicios personales, socioculturales y a la comunidad",8726
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Servicios a la empresa,1628
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,"Agricultura, pesca, extracción y energía",1741
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,"Comercio, transporte y reparación de vehículos",7019
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Construcción,1554
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Industria,6719
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Hostelería,5894
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Actividades sanitarias,9439
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Familias STEM,6339
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Familias Industriales,9387
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Familias ni Industriales ni STEM,9938
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Vidrio y Cerámica,7901
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,No distribuido por familia profesional,2778
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Transporte y Mantenimiento de Vehículos,3136
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,"Textil, Confección y Piel",4598
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Servicios Socioculturales y a la Comunidad,387
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Seguridad y Medio Ambiente,9712
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Sanidad,9477
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Química,5429
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Marítimo-Pesquera,1703
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,"Madera, Mueble y Corcho",1102
España,2012-2013,FP Básica,Todas las modalidades,LOGSE,Instalación y Mantenimiento,2722
