geo,time,edu_cned_14,teaching_mode,plan,fp_ciclos,value
España,2015-2016,Total FP,Presencial,LOGSE,Energía y Agua,3617
España,2015-2016,Total FP,Presencial,LOGSE,Electricidad y Electrónica,9868
España,2015-2016,Total FP,Presencial,LOGSE,Edificación y Obra Civil,5965
España,2015-2016,Total FP,Presencial,LOGSE,Comercio y Marketing,2423
España,2015-2016,Total FP,Presencial,LOGSE,Artes y Artesanías,8396
España,2015-2016,Total FP,Presencial,LOGSE,Artes Gráficas,6485
España,2015-2016,Total FP,Presencial,LOGSE,Agraria,2937
España,2015-2016,Total FP,Presencial,LOGSE,Administración y Gestión,4768
España,2015-2016,Total FP,Presencial,LOGSE,Actividades Físicas y Deportivas,9837
España,2015-2016,Total FP,A Distancia,LOE,Todas las familias,4380
España,2015-2016,Total FP,A Distancia,LOE,"Servicios personales, socioculturales y a la comunidad",1946
España,2015-2016,Total FP,A Distancia,LOE,Servicios a la empresa,5259
España,2015-2016,Total FP,A Distancia,LOE,"Agricultura, pesca, extracción y energía",8381
España,2015-2016,Total FP,A Distancia,LOE,"Comercio, transporte y reparación de vehículos",3952
España,2015-2016,Total FP,A Distancia,LOE,Construcción,8002
España,2015-2016,Total FP,A Distancia,LOE,Industria,9164
España,2015-2016,Total FP,A Distancia,LOE,Hostelería,6214
España,2015-2016,Total FP,A Distancia,LOE,Actividades sanitarias,9977
España,2015-2016,Total FP,A Distancia,LOE,Familias STEM,8584
España,2015-2016,Total FP,A Distancia,LOE,Familias Industriales,2198
España,2015-2016,Total FP,A Distancia,LOE,Familias ni Industriales ni STEM,881
España,2015-2016,Total FP,A Distancia,LOE,Vidrio y Cerámica,9538
España,2015-2016,Total FP,A Distancia,LOE,No distribuido por familia profesional,9548
España,2015-2016,Total FP,A Distancia,LOE,Transporte y Mantenimiento de Vehículos,648
España,2015-2016,Total FP,A Distancia,LOE,"Textil, Confección y Piel",5512
España,2015-2016,Total FP,A Distancia,LOE,Servicios Socioculturales y a la Comunidad,8012
España,2015-2016,Total FP,A Distancia,LOE,Seguridad y Medio Ambiente,9452
España,2015-2016,Total FP,A Distancia,LOE,Sanidad,8073
España,2015-2016,Total FP,A Distancia,LOE,Química,3038
España,2015-2016,Total FP,A Distancia,LOE,Marítimo-Pesquera,4014
España,2015-2016,Total FP,A Distancia,LOE,"Madera, Mueble y Corcho",1181
España,2015-2016,Total FP,A Distancia,LOE,Instalación y Mantenimiento,3430
España,2015-2016,Total FP,A Distancia,LOE,Informática y Comunicaciones,3835
España,2015-2016,Total FP,A Distancia,LOE,Industrias Extractivas,2185
España,2015-2016,Total FP,A Distancia,LOE,Industrias Alimentarias,2029
España,2015-2016,Total FP,A Distancia,LOE,Imagen y Sonido,3372
España,2015-2016,Total FP,A Distancia,LOE,Imagen Personal,3114
España,2015-2016,Total FP,A Distancia,LOE,Hostelería y Turismo,9426
España,2015-2016,Total FP,A Distancia,LOE,Fabricación Mecánica,3991
España,2015-2016,Total FP,A Distancia,LOE,Energía y Agua,5463
España,2015-2016,Total FP,A Distancia,LOE,Electricidad y Electrónica,2817
España,2015-2016,Total FP,A Distancia,LOE,Edificación y Obra Civil,3517
España,2015-2016,Total FP,A Distancia,LOE,Comercio y Marketing,6501
España,2015-2016,Total FP,A Distancia,LOE,Artes y Artesanías,4991
España,2015-2016,Total FP,A Distancia,LOE,Artes Gráficas,2662
España,2015-2016,Total FP,A Distancia,LOE,Agraria,3784
España,2015-2016,Total FP,A Distancia,LOE,Administración y Gestión,6032
España,2015-2016,Total FP,A Distancia,LOE,Actividades Físicas y Deportivas,2404
España,2015-2016,Total FP,A Distancia,LOGSE,Todas las familias,6200
España,2015-2016,Total FP,A Distancia,LOGSE,"Servicios personales, socioculturales y a la comunidad",1336
España,2015-2016,Total FP,A Distancia,LOGSE,Servicios a la empresa,8992
España,2015-2016,Total FP,A Distancia,LOGSE,"Agricultura, pesca, extracción y energía",2721
España,2015-2016,Total FP,A Distancia,LOGSE,"Comercio, transporte y reparación de vehículos",3808
España,2015-2016,Total FP,A Distancia,LOGSE,Construcción,2667
España,2015-2016,Total FP,A Distancia,LOGSE,Industria,8123
España,2015-2016,Total FP,A Distancia,LOGSE,Hostelería,126
España,2015-2016,Total FP,A Distancia,LOGSE,Actividades sanitarias,7114
España,2015-2016,Total FP,A Distancia,LOGSE,Familias STEM,1807
España,2015-2016,Total FP,A Distancia,LOGSE,Familias Industriales,1770
España,2015-2016,Total FP,A Distancia,LOGSE,Familias ni Industriales ni STEM,7101
España,2015-2016,Total FP,A Distancia,LOGSE,Vidrio y Cerámica,8118
España,2015-2016,Total FP,A Distancia,LOGSE,No distribuido por familia profesional,8263
España,2015-2016,Total FP,A Distancia,LOGSE,Transporte y Mantenimiento de Vehículos,7493
España,2015-2016,Total FP,A Distancia,LOGSE,"Textil, Confección y Piel",8423
España,2015-2016,Total FP,A Distancia,LOGSE,Servicios Socioculturales y a la Comunidad,1171
España,2015-2016,Total FP,A Distancia,LOGSE,Seguridad y Medio Ambiente,482
España,2015-2016,Total FP,A Distancia,LOGSE,Sanidad,5275
España,2015-2016,Total FP,A Distancia,LOGSE,Química,4376
España,2015-2016,Total FP,A Distancia,LOGSE,Marítimo-Pesquera,1229
España,2015-2016,Total FP,A Distancia,LOGSE,"Madera, Mueble y Corcho",3696
España,2015-2016,Total FP,A Distancia,LOGSE,Instalación y Mantenimiento,2146
España,2015-2016,Total FP,A Distancia,LOGSE,Informática y Comunicaciones,5709
España,2015-2016,Total FP,A Distancia,LOGSE,Industrias Extractivas,166
España,2015-2016,Total FP,A Distancia,LOGSE,Industrias Alimentarias,6920
España,2015-2016,Total FP,A Distancia,LOGSE,Imagen y Sonido,1274
España,2015-2016,Total FP,A Distancia,LOGSE,Imagen Personal,6363
España,2015-2016,Total FP,A Distancia,LOGSE,Hostelería y Turismo,3918
España,2015-2016,Total FP,A Distancia,LOGSE,Fabricación Mecánica,6740
España,2015-2016,Total FP,A Distancia,LOGSE,Energía y Agua,7789
España,2015-2016,Total FP,A Distancia,LOGSE,Electricidad y Electrónica,9027
España,2015-2016,Total FP,A Distancia,LOGSE,Edificación y Obra Civil,5628
España,2015-2016,Total FP,A Distancia,LOGSE,Comercio y Marketing,1605
España,2015-2016,Total FP,A Distancia,LOGSE,Artes y Artesanías,521
España,2015-2016,Total FP,A Distancia,LOGSE,Artes Gráficas,3790
España,2015-2016,Total FP,A Distancia,LOGSE,Agraria,6038
España,2015-2016,Total FP,A Distancia,LOGSE,Administración y Gestión,6619
España,2015-2016,Total FP,A Distancia,LOGSE,Actividades Físicas y Deportivas,5966
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Todas las familias,7870
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,"Servicios personales, socioculturales y a la comunidad",5889
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Servicios a la empresa,955
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,"Agricultura, pesca, extracción y energía",3643
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,"Comercio, transporte y reparación de vehículos",195
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Construcción,9648
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Industria,7823
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Hostelería,2523
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Actividades sanitarias,506
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Familias STEM,2236
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Familias Industriales,7406
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Familias ni Industriales ni STEM,3408
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Vidrio y Cerámica,1214
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,No distribuido por familia profesional,4238
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Transporte y Mantenimiento de Vehículos,4074
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,"Textil, Confección y Piel",7940
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Servicios Socioculturales y a la Comunidad,8163
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Seguridad y Medio Ambiente,2936
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Sanidad,1406
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Química,5740
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Marítimo-Pesquera,4275
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,"Madera, Mueble y Corcho",8899
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Instalación y Mantenimiento,1075
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Informática y Comunicaciones,4981
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Industrias Extractivas,2012
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Industrias Alimentarias,2753
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Imagen y Sonido,2856
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Imagen Personal,6850
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Hostelería y Turismo,9729
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Fabricación Mecánica,4013
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Energía y Agua,1755
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Electricidad y Electrónica,779
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Edificación y Obra Civil,3915
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Comercio y Marketing,5437
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Artes y Artesanías,5996
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Artes Gráficas,7168
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Agraria,4137
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Administración y Gestión,6948
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOE,Actividades Físicas y Deportivas,2570
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Todas las familias,2322
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Servicios personales, socioculturales y a la comunidad",4604
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Servicios a la empresa,8267
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Agricultura, pesca, extracción y energía",8992
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Comercio, transporte y reparación de vehículos",8148
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Construcción,3639
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Industria,2764
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Hostelería,9507
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Actividades sanitarias,1882
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Familias STEM,514
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Familias Industriales,9294
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Familias ni Industriales ni STEM,218
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Vidrio y Cerámica,6931
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,No distribuido por familia profesional,8514
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Transporte y Mantenimiento de Vehículos,8765
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Textil, Confección y Piel",9574
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Servicios Socioculturales y a la Comunidad,8424
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Seguridad y Medio Ambiente,6113
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Sanidad,6459
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Química,7028
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Marítimo-Pesquera,2581
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Madera, Mueble y Corcho",1785
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Instalación y Mantenimiento,9916
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Informática y Comunicaciones,803
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Industrias Extractivas,7720
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Industrias Alimentarias,3615
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Imagen y Sonido,5921
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Imagen Personal,3997
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Hostelería y Turismo,5180
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Fabricación Mecánica,2534
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Energía y Agua,4859
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Electricidad y Electrónica,350
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Edificación y Obra Civil,2049
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Comercio y Marketing,786
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Artes y Artesanías,7205
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Artes Gráficas,4686
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Agraria,2270
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Administración y Gestión,14
España,2015-2016,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Actividades Físicas y Deportivas,926
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Todas las familias,276
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,"Servicios personales, socioculturales y a la comunidad",7216
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Servicios a la empresa,9952
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,"Agricultura, pesca, extracción y energía",7990
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,"Comercio, transporte y reparación de vehículos",1308
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Construcción,9456
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Industria,4914
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Hostelería,9710
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Actividades sanitarias,2826
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Familias STEM,900
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Familias Industriales,860
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Familias ni Industriales ni STEM,499
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Vidrio y Cerámica,782
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,No distribuido por familia profesional,2648
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Transporte y Mantenimiento de Vehículos,5299
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,"Textil, Confección y Piel",1781
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Servicios Socioculturales y a la Comunidad,4696
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Seguridad y Medio Ambiente,6573
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Sanidad,7654
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Química,3091
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Marítimo-Pesquera,7726
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,"Madera, Mueble y Corcho",6980
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Instalación y Mantenimiento,187
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Informática y Comunicaciones,7068
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Industrias Extractivas,932
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Industrias Alimentarias,9895
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Imagen y Sonido,3130
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Imagen Personal,6640
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Hostelería y Turismo,2166
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Fabricación Mecánica,4551
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Energía y Agua,5330
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Electricidad y Electrónica,9320
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Edificación y Obra Civil,3554
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Comercio y Marketing,607
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Artes y Artesanías,5528
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Artes Gráficas,3783
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Agraria,2432
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Administración y Gestión,7351
España,2015-2016,FP Básica y Grado Medio,Presencial,LOE,Actividades Físicas y Deportivas,8836
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Todas las familias,671
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,"Servicios personales, socioculturales y a la comunidad",4730
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Servicios a la empresa,4015
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,"Agricultura, pesca, extracción y energía",5489
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,"Comercio, transporte y reparación de vehículos",6811
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Construcción,9777
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Industria,681
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Hostelería,9420
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Actividades sanitarias,9839
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Familias STEM,1330
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Familias Industriales,6781
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Familias ni Industriales ni STEM,2377
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Vidrio y Cerámica,4564
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,No distribuido por familia profesional,5964
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Transporte y Mantenimiento de Vehículos,8145
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,"Textil, Confección y Piel",1012
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Servicios Socioculturales y a la Comunidad,2580
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Seguridad y Medio Ambiente,1586
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Sanidad,6910
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Química,403
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Marítimo-Pesquera,3132
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,"Madera, Mueble y Corcho",9761
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Instalación y Mantenimiento,3735
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Informática y Comunicaciones,5323
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Industrias Extractivas,5411
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Industrias Alimentarias,1444
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Imagen y Sonido,7922
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Imagen Personal,3338
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Hostelería y Turismo,6322
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Fabricación Mecánica,8257
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Energía y Agua,2532
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Electricidad y Electrónica,5283
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Edificación y Obra Civil,7472
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Comercio y Marketing,1126
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Artes y Artesanías,4529
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Artes Gráficas,120
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Agraria,3767
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Administración y Gestión,8346
España,2015-2016,FP Básica y Grado Medio,Presencial,LOGSE,Actividades Físicas y Deportivas,6707
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Todas las familias,1650
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,"Servicios personales, socioculturales y a la comunidad",9154
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Servicios a la empresa,4476
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,"Agricultura, pesca, extracción y energía",9184
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,"Comercio, transporte y reparación de vehículos",3505
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Construcción,9716
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Industria,9876
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Hostelería,4275
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Actividades sanitarias,2421
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Familias STEM,4353
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Familias Industriales,6247
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Familias ni Industriales ni STEM,1761
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Vidrio y Cerámica,914
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,No distribuido por familia profesional,4977
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Transporte y Mantenimiento de Vehículos,8631
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,"Textil, Confección y Piel",6331
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Servicios Socioculturales y a la Comunidad,9975
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Seguridad y Medio Ambiente,6293
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Sanidad,9814
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Química,5632
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Marítimo-Pesquera,3375
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,"Madera, Mueble y Corcho",352
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Instalación y Mantenimiento,7702
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Informática y Comunicaciones,2407
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Industrias Extractivas,691
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Industrias Alimentarias,1276
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Imagen y Sonido,5571
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Imagen Personal,4000
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Hostelería y Turismo,8079
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Fabricación Mecánica,6044
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Energía y Agua,3295
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Electricidad y Electrónica,954
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Edificación y Obra Civil,6397
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Comercio y Marketing,1450
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Artes y Artesanías,9719
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Artes Gráficas,4264
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Agraria,5537
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Administración y Gestión,5839
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOE,Actividades Físicas y Deportivas,9018
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Todas las familias,7984
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,"Servicios personales, socioculturales y a la comunidad",7848
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Servicios a la empresa,336
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,"Agricultura, pesca, extracción y energía",9862
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,"Comercio, transporte y reparación de vehículos",2530
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Construcción,1046
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Industria,5315
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Hostelería,7359
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Actividades sanitarias,8686
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Familias STEM,6619
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Familias Industriales,5847
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Familias ni Industriales ni STEM,2972
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Vidrio y Cerámica,9579
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,No distribuido por familia profesional,5885
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Transporte y Mantenimiento de Vehículos,7092
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,"Textil, Confección y Piel",1436
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Servicios Socioculturales y a la Comunidad,4621
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Seguridad y Medio Ambiente,6193
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Sanidad,8424
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Química,2371
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Marítimo-Pesquera,4834
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,"Madera, Mueble y Corcho",3752
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Instalación y Mantenimiento,1207
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Informática y Comunicaciones,9978
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Industrias Extractivas,7556
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Industrias Alimentarias,6839
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Imagen y Sonido,6647
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Imagen Personal,3575
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Hostelería y Turismo,6854
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Fabricación Mecánica,9458
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Energía y Agua,2950
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Electricidad y Electrónica,4652
España,2015-2016,FP Básica y Grado Medio,A Distancia,LOGSE,Edificación y Obra Civil,4136
